locus_tag,old_locus_tag,start,end,Product,Length
SARO_RS04190,Saro_0838,886512,888626,DUF3857 domain-containing protein,2114
SARO_RS04195,Saro_0839,888663,889424,competence/damage-inducible protein A,761
SARO_RS04200,Saro_0840,889465,890988,NAD(P)/FAD-dependent oxidoreductase,1523
SARO_RS04205,Saro_0841,891079,892053,magnesium and cobalt transport protein CorA,974
SARO_RS04210,Saro_0842,892181,892828,DUF47 domain-containing protein,647
SARO_RS04215,Saro_0843,892853,893851,inorganic phosphate transporter,998
SARO_RS04220,Saro_0844,893966,895585,peptidase M28,1619
SARO_RS04225,Saro_0845,895720,897009,DUF3391 domain-containing protein,1289
SARO_RS04230,Saro_0846,897013,898428,30S ribosomal protein S12 methylthiotransferase RimO,1415
SARO_RS04235,Saro_0847,898533,898943,DUF1761 domain-containing protein,410
SARO_RS04240,Saro_0848,898940,899983,potassium transporter TrkA,1043
SARO_RS04245,Saro_0849,899983,900738,M23 family peptidase,755
SARO_RS04250,Saro_0850,900738,902018,serine--tRNA ligase,1280
SARO_RS04255,Saro_0851,902064,902255,DUF2892 domain-containing protein,191
SARO_RS04260,Saro_0852,902522,904303,methyl-accepting chemotaxis protein,1781
SARO_RS04270,Saro_0853,904571,904870,DUF3297 domain-containing protein,299
SARO_RS04275,Saro_0854,904919,905815,LysR family transcriptional regulator,896
SARO_RS04280,Saro_0855,905920,907416,methylmalonate-semialdehyde dehydrogenase (CoA acylating),1496
SARO_RS04285,Saro_0856,907491,907985,hypothetical protein,494
SARO_RS04290,Saro_0857,908006,908311,hypothetical protein,305
SARO_RS04295,Saro_0858,908398,909540,acyl-CoA dehydrogenase,1142
SARO_RS04300,Saro_0859,909537,910583,enoyl-CoA hydratase/isomerase family protein,1046
SARO_RS04305,Saro_0860,910697,911482,enoyl-CoA hydratase,785
SARO_RS04310,Saro_0861,911487,912356,3-hydroxyisobutyrate dehydrogenase,869
SARO_RS20130,Saro_0862,912404,913141,CHAP domain-containing protein,737
SARO_RS04320,Saro_0863,913308,914693,ribosome biogenesis GTPase Der,1385
SARO_RS04325,Saro_0864,914694,916976,TonB-dependent receptor,2282
SARO_RS04330,Saro_0865,917069,917890,hypothetical protein,821
SARO_RS04335,Saro_0866,917991,920645,hypothetical protein,2654
SARO_RS04340,Saro_0867,920716,921891,acetyl-CoA C-acyltransferase,1175
SARO_RS04345,Saro_0868,921894,923498,4-coumarate--CoA ligase,1604
SARO_RS04350,Saro_0869,923513,924769,3-hydroxyacyl-CoA dehydrogenase,1256
SARO_RS04355,Saro_0870,924792,926024,serine hydrolase,1232
SARO_RS04360,Saro_0871,926038,926886,thioesterase family protein,848
SARO_RS04365,Saro_0872,927106,928386,MFS transporter,1280
SARO_RS04370,Saro_0873,928492,929379,LysR family transcriptional regulator,887
SARO_RS04375,Saro_0874,929478,930590,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,1112
SARO_RS04380,Saro_0875,930813,931592,3-oxoacyl-ACP reductase,779
SARO_RS04385,Saro_0876,931664,932206,NUDIX hydrolase,542
SARO_RS04390,Saro_0877,932203,932886,membrane protein,683
SARO_RS04395,Saro_0878,932898,933737,TPM domain-containing protein,839
SARO_RS04400,Saro_0879,933739,934365,LemA family protein,626
SARO_RS04405,Saro_0880,934548,934988,large conductance mechanosensitive channel protein MscL,440
SARO_RS04410,Saro_0881,935440,935685,membrane protein,245
SARO_RS04415,Saro_0882,935831,937096,succinylarginine dihydrolase,1265
SARO_RS04420,Saro_0883,937249,938286,arginine N-succinyltransferase,1037
SARO_RS04425,Saro_0884,938283,939491,hypothetical protein,1208
SARO_RS04430,Saro_0885,939734,941863,malate synthase G,2129
SARO_RS04435,Saro_0886,941886,942707,ribosomal RNA small subunit methyltransferase A,821
SARO_RS04440,Saro_0887,942704,943711,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,1007
SARO_RS04445,Saro_0888,943788,945158,peptidyl-prolyl cis-trans isomerase,1370
SARO_RS04450,Saro_0889,945287,947557,LPS-assembly protein LptD,2270
SARO_RS04455,Saro_0890,947659,949116,leucyl aminopeptidase,1457
SARO_RS20560,Saro_0891,949181,949333,DUF2256 domain-containing protein,152
SARO_RS04460,Saro_0892,949333,949764,DNA polymerase III subunit chi,431
SARO_RS04465,Saro_0893,949958,950257,excinuclease ABC subunit C,299
SARO_RS04470,Saro_0894,950467,950889,nucleoside-diphosphate kinase,422
SARO_RS04475,Saro_0895,951145,953454,TonB-dependent receptor,2309
SARO_RS04480,Saro_0896,953540,953791,hypothetical protein,251
SARO_RS04485,Saro_0897,953832,954965,hypothetical protein,1133
SARO_RS04490,Saro_0898,954970,955557,phosphoribosylglycinamide formyltransferase,587
SARO_RS04495,Saro_0899,955550,956656,phosphoribosylformylglycinamidine cyclo-ligase,1106
SARO_RS04500,Saro_0900,956793,958061,hypothetical protein,1268
SARO_RS04505,Saro_0901,958095,958709,ATPase,614
SARO_RS04510,Saro_0902,958737,959459,serine acetyltransferase,722
SARO_RS04515,Saro_0903,959495,959827,DUF2794 domain-containing protein,332
SARO_RS04520,Saro_0904,959841,960254,PaaI family thioesterase,413
SARO_RS04525,Saro_0905,960251,960754,PaaI family thioesterase,503
SARO_RS04530,Saro_0906,960808,961275,Holliday junction resolvase RuvX,467
SARO_RS04535,Saro_0907,961272,962387,DUF3089 domain-containing protein,1115
SARO_RS04540,Saro_0908,962391,963458,AI-2E family transporter,1067
SARO_RS04545,Saro_0909,963464,964270,signal peptidase I,806
SARO_RS04550,Saro_0910,964366,964785,holo-ACP synthase,419
SARO_RS04555,Saro_0911,964782,965525,pyridoxine 5'-phosphate synthase,743
SARO_RS04560,Saro_0912,965522,966106,orotate phosphoribosyltransferase,584
SARO_RS04565,Saro_0913,966325,967434,cytochrome c oxidase subunit II,1109
SARO_RS04570,Saro_0914,967462,969150,cytochrome c oxidase subunit I,1688
SARO_RS04575,Saro_0915,969351,970265,protoheme IX farnesyltransferase,914
SARO_RS04580,Saro_0917,970439,971068,cytochrome c oxidase assembly protein,629
SARO_RS04585,Saro_0918,971151,971972,cytochrome c oxidase subunit 3,821
SARO_RS20565,Saro_0919,971972,972343,DUF983 domain-containing protein,371
SARO_RS04595,Saro_0920,972343,972927,SURF1 family protein,584
SARO_RS04600,Saro_0921,973079,974500,threonine synthase,1421
SARO_RS04605,Saro_0922,974493,975377,SAM-dependent methyltransferase,884
SARO_RS04610,Saro_0923,975431,975805,dihydroneopterin aldolase,374
SARO_RS04615,Saro_0924,975805,976563,KR domain-containing protein,758
SARO_RS04620,Saro_0925,976560,977579,GTP 3'%2C8-cyclase MoaA,1019
SARO_RS04625,Saro_0926,977579,977815,thiamine biosynthesis protein ThiS,236
SARO_RS04630,Saro_0927,977817,978263,molybdopterin converting factor,446
SARO_RS20140,Saro_0928,978281,978910,hypothetical protein,629
SARO_RS04640,Saro_0929,979072,979368,50S ribosomal protein L21,296
SARO_RS04645,Saro_0930,979395,979664,50S ribosomal protein L27,269
SARO_RS04650,Saro_0931,979898,980467,N-acetyltransferase,569
SARO_RS04655,Saro_0932,980516,981400,metal-dependent hydrolase,884
SARO_RS04660,Saro_0933,981438,982028,TetR/AcrR family transcriptional regulator,590
SARO_RS04665,Saro_0934,982012,982758,folate-binding protein,746
SARO_RS04670,Saro_0935,982797,983837,dihydroorotase,1040
SARO_RS04675,Saro_0936,983841,984728,EamA family transporter RarD,887
SARO_RS04680,Saro_0937,984937,985431,glycine zipper 2TM domain-containing protein,494
SARO_RS04685,Saro_0938,985557,985784,hypothetical protein,227
SARO_RS04690,Saro_0939,985781,987196,N-succinylglutamate 5-semialdehyde dehydrogenase,1415
SARO_RS04695,Saro_0940,987315,988724,YdiU family protein,1409
SARO_RS04700,Saro_0941,988797,989651,alpha/beta hydrolase,854
SARO_RS04705,Saro_0942,989648,990808,glycosyl transferase family 1,1160
SARO_RS04710,Saro_0943,990938,991699,hypothetical protein,761
SARO_RS04715,Saro_0944,991721,993067,pyrrolo-quinoline quinone,1346
SARO_RS04720,Saro_0945,993110,994444,protein-S-isoprenylcysteine methyltransferase,1334
SARO_RS04725,Saro_0946,994592,994792,hypothetical protein,200
SARO_RS04730,Saro_0947,994818,995099,hypothetical protein,281
SARO_RS04735,Saro_0948,995096,995395,antibiotic biosynthesis monooxygenase,299
SARO_RS04740,Saro_0949,995490,996863,glutamate--cysteine ligase,1373
SARO_RS04745,Saro_0950,996954,997703,16S rRNA (uracil(1498)-N(3))-methyltransferase,749
SARO_RS04750,Saro_0951,997752,998666,4-hydroxybenzoate octaprenyltransferase,914
SARO_RS20145,Saro_0952,998645,999553,hypothetical protein,908
SARO_RS04760,Saro_0953,999480,999857,VOC family protein,377
SARO_RS04765,Saro_0954,1000009,1000449,redox-sensitive transcriptional activator SoxR,440
SARO_RS04770,Saro_0955,1000446,1003886,chromosome segregation protein SMC,3440
SARO_RS04775,Saro_0956,1003928,1004677,protein disulfide-isomerase,749
SARO_RS04780,Saro_0957,1005022,1005348,excinuclease ABC subunit C,326
SARO_RS04785,Saro_0958,1005560,1006276,protein disulfide-isomerase,716
SARO_RS04790,Saro_0959,1006273,1006842,DUF721 domain-containing protein,569
SARO_RS04795,Saro_0960,1006872,1007951,A/G-specific adenine glycosylase,1079
SARO_RS04800,Saro_0961,1007956,1009251,serine hydrolase,1295
SARO_RS04805,Saro_0962,1009248,1010132,NAD(+) diphosphatase,884
SARO_RS04810,Saro_0963,1010129,1010821,DsbA family oxidoreductase,692
SARO_RS04815,Saro_0964,1010832,1011239,DUF1489 domain-containing protein,407
SARO_RS04820,Saro_0965,1011254,1012699,magnesium transporter,1445
SARO_RS04825,Saro_0966,1012810,1013265,peptidylprolyl isomerase,455
SARO_RS04830,Saro_0967,1013326,1014654,glutamate--tRNA ligase 1,1328
SARO_RS04835,Saro_0968,1014694,1015128,hypothetical protein,434
SARO_RS04840,Saro_0969,1015181,1015429,hypothetical protein,248
SARO_RS04845,Saro_0970,1015433,1017100,NAD+ synthase,1667
SARO_RS04850,Saro_0971,1017201,1018136,ribose-phosphate pyrophosphokinase,935
SARO_RS04855,Saro_0972,1018189,1018677,polyketide cyclase,488
SARO_RS04860,Saro_0973,1018762,1019349,TetR/AcrR family transcriptional regulator,587
SARO_RS04865,Saro_0974,1019333,1020274,AraC family transcriptional regulator,941
SARO_RS04870,Saro_0975,1020437,1021216,histidinol phosphate phosphatase,779
SARO_RS04875,Saro_0976,1021224,1021673,gamma-glutamylcyclotransferase,449
SARO_RS04880,Saro_0977,1021670,1022071,hypothetical protein,401
SARO_RS04885,Saro_0978,1022068,1022949,LysR family transcriptional regulator,881
SARO_RS04890,Saro_0979,1022952,1023893,HlyC/CorC family transporter,941
SARO_RS04895,Saro_0980,1023914,1024417,endoribonuclease YbeY,503
SARO_RS04900,Saro_0981,1024414,1025460,PhoH family protein,1046
SARO_RS04905,Saro_0982,1025606,1026937,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,1331
SARO_RS04910,Saro_0983,1026972,1027664,1-acyl-sn-glycerol-3-phosphate acyltransferase,692
SARO_RS04915,Saro_0984,1027729,1028151,transcriptional repressor,422
SARO_RS04920,Saro_0985,1028255,1028692,MucR family transcriptional regulator,437
SARO_RS04925,Saro_0986,1028861,1029334,GNAT family N-acetyltransferase,473
SARO_RS04930,Saro_0987,1029346,1029966,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,620
SARO_RS04935,Saro_0988,1029983,1030561,NifU family protein,578
SARO_RS04940,Saro_0989,1030696,1031259,FKBP-type peptidyl-prolyl cis-trans isomerase,563
SARO_RS04945,Saro_0990,1031323,1034208,insulinase family protein,2885
SARO_RS04950,Saro_0991,1034325,1035698,3-deoxy-7-phosphoheptulonate synthase class II,1373
SARO_RS20150,Saro_0992,1035736,1036329,TetR/AcrR family transcriptional regulator,593
SARO_RS20570,NA,1036335,1036994,cupin domain-containing protein,659
SARO_RS04965,Saro_0994,1036891,1037967,phosphotransferase family protein,1076
SARO_RS04970,Saro_0995,1037964,1039052,alcohol dehydrogenase,1088
SARO_RS04975,Saro_0996,1039072,1040364,acyl-CoA dehydrogenase,1292
SARO_RS04980,Saro_0997,1040458,1041885,Na+/melibiose symporter,1427
SARO_RS04985,Saro_0998,1041882,1042730,NAD(P)-dependent oxidoreductase,848
SARO_RS04990,Saro_0999,1042925,1044085,acyl-CoA dehydrogenase,1160
SARO_RS04995,Saro_1000,1044089,1045228,acyl-CoA dehydrogenase,1139
SARO_RS05000,Saro_1001,1045340,1046143,KR domain-containing protein,803
SARO_RS05005,Saro_1002,1046149,1047036,gluconolactonase,887
SARO_RS05010,Saro_1003,1047044,1047709,guanylate kinase,665
SARO_RS05015,Saro_1004,1047777,1048169,hypothetical protein,392
SARO_RS05020,Saro_1005,1048204,1048704,hypothetical protein,500
SARO_RS05025,Saro_1006,1048789,1049382,imidazoleglycerol-phosphate dehydratase,593
SARO_RS05030,Saro_1007,1049375,1050004,imidazole glycerol phosphate synthase subunit HisH,629
SARO_RS05035,Saro_1008,1050070,1051209,glycosidase,1139
SARO_RS05040,Saro_1009,1051232,1051957,1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,725
SARO_RS05045,Saro_1010,1051962,1052735,imidazole glycerol phosphate synthase subunit HisF,773
SARO_RS05050,Saro_1011,1053185,1053508,phosphoribosyl-ATP pyrophosphatase,323
SARO_RS05055,Saro_1012,1053510,1053887,histidine triad nucleotide-binding protein,377
SARO_RS05060,Saro_1013,1053963,1054427,thioesterase,464
SARO_RS05065,Saro_1014,1054424,1055125,protein TolQ,701
SARO_RS05070,Saro_1015,1055135,1055581,biopolymer transporter ExbD,446
SARO_RS05075,Saro_1016,1055592,1056473,hypothetical protein,881
SARO_RS05080,Saro_1017,1056470,1057855,protein TolB 2,1385
SARO_RS05085,Saro_1018,1057969,1058481,peptidoglycan-associated lipoprotein Pal,512
SARO_RS05090,Saro_1019,1058602,1059135,molecular chaperone DnaJ,533
SARO_RS05095,Saro_1020,1059123,1060022,hypothetical protein,899
SARO_RS05100,Saro_1021,1059940,1061142,CCA tRNA nucleotidyltransferase,1202
SARO_RS05105,Saro_1022,1061135,1061749,CoA pyrophosphatase,614
SARO_RS05110,Saro_1023,1061746,1062315,DUF1285 domain-containing protein,569
SARO_RS05115,Saro_1024,1062338,1062847,N-acetyltransferase,509
SARO_RS05120,Saro_1025,1063077,1064498,cytochrome ubiquinol oxidase subunit I,1421
SARO_RS05125,Saro_1026,1064498,1065496,cytochrome d ubiquinol oxidase subunit II,998
SARO_RS20575,Saro_1027,1065483,1065644,DUF2474 domain-containing protein,161
SARO_RS05130,Saro_1028,1065625,1067019,helix-turn-helix domain-containing protein,1394
SARO_RS05135,Saro_1029,1067166,1068761,isocitrate lyase,1595
SARO_RS05140,Saro_1031,1069183,1071492,GGDEF domain-containing protein,2309
SARO_RS05145,Saro_1032,1071489,1072166,phosphoribosylformylglycinamidine synthase subunit PurQ,677
SARO_RS05150,Saro_1033,1072181,1072414,phosphoribosylformylglycinamidine synthase subunit PurS,233
SARO_RS05155,Saro_1034,1072837,1073451,TetR family transcriptional regulator,614
SARO_RS05160,Saro_1035,1073388,1074422,hypothetical protein,1034
SARO_RS05165,Saro_1036,1074419,1075405,ABC transporter ATP-binding protein,986
SARO_RS05170,Saro_1037,1075402,1076550,ABC transporter permease,1148
SARO_RS05175,Saro_1038,1076575,1079421,insulinase family protein,2846
SARO_RS05180,Saro_1039,1079480,1079674,hypothetical protein,194
SARO_RS05185,Saro_1040,1079674,1079976,hypothetical protein,302
SARO_RS05190,Saro_1041,1080291,1081076,phosphoribosylaminoimidazolesuccinocarboxamide synthase,785
SARO_RS05195,Saro_1042,1081361,1081786,hypothetical protein,425
SARO_RS05200,Saro_1043,1081783,1082370,N-acetyltransferase,587
SARO_RS05205,Saro_1044,1082364,1083260,amidohydrolase,896
SARO_RS05210,Saro_1045,1083306,1085522,MFS transporter,2216
SARO_RS05215,Saro_1046,1085515,1086528,acyl carrier protein,1013
SARO_RS05220,Saro_1047,1086525,1086989,low molecular weight phosphotyrosine protein phosphatase,464
SARO_RS05225,Saro_1048,1087170,1087943,DeoR/GlpR transcriptional regulator,773
SARO_RS05230,Saro_1049,1088007,1089080,L-rhamnose/proton symporter RhaT,1073
SARO_RS05235,Saro_1050,1089104,1090249,alpha-hydroxy-acid oxidizing protein,1145
SARO_RS05240,Saro_1051,1090260,1091609,carbohydrate kinase,1349
SARO_RS05245,Saro_1052,1091834,1092763,hypothetical protein,929
SARO_RS05250,Saro_1053,1093114,1095501,TonB-dependent receptor,2387
SARO_RS05255,Saro_1054,1095516,1097246,amidohydrolase,1730
SARO_RS05265,Saro_1055,1097674,1097847,DNA gyrase inhibitor YacG,173
SARO_RS05270,Saro_1056,1097844,1098842,ribonuclease,998
SARO_RS05275,Saro_1057,1098832,1099437,maf-like protein,605
SARO_RS05280,Saro_1058,1099437,1099682,translation initiation factor IF-1,245
SARO_RS05285,Saro_1059,1100033,1102534,TonB-denpendent receptor,2501
SARO_RS05290,Saro_1060,1102730,1104667,excinuclease ABC subunit UvrC,1937
SARO_RS05295,Saro_1061,1104677,1105735,cysteine synthase,1058
SARO_RS05300,Saro_1062,1105871,1106659,hypothetical protein,788
SARO_RS05305,NA,1106656,1107108,hypothetical protein,452
SARO_RS05310,Saro_1064,1107109,1108011,acyl-CoA thioesterase II,902
SARO_RS05315,Saro_1065,1108056,1108937,transcriptional regulator,881
SARO_RS05320,Saro_1066,1108934,1110097,GNAT family N-acetyltransferase,1163
SARO_RS05325,Saro_1067,1110255,1112378,sodium-translocating pyrophosphatase,2123
SARO_RS05330,Saro_1068,1112500,1113561,thiamine-phosphate kinase,1061
SARO_RS05335,Saro_1069,1113487,1114659,acetyl-CoA C-acyltransferase,1172
SARO_RS05340,Saro_1070,1114693,1115478,3-hydroxy-2-methylbutyryl-CoA dehydrogenase,785
SARO_RS05345,Saro_1071,1115540,1116412,enoyl-CoA hydratase,872
SARO_RS05350,Saro_1072,1116409,1117047,TetR family transcriptional regulator,638
SARO_RS05355,Saro_1073,1117252,1117710,MarR family transcriptional regulator,458
SARO_RS05360,Saro_1074,1117707,1118714,FAA hydrolase family protein,1007
SARO_RS05365,Saro_1075,1118771,1119778,type II secretion system F family protein,1007
SARO_RS05370,Saro_1076,1119798,1120772,type II secretion system protein,974
SARO_RS05375,Saro_1077,1120816,1122090,pilus assembly protein CpaE,1274
SARO_RS05380,Saro_1078,1122095,1122766,hypothetical protein,671
SARO_RS05385,Saro_1079,1122781,1124400,BON domain-containing protein,1619
SARO_RS05390,Saro_1080,1124402,1125430,Flp pilus assembly protein CpaB,1028
SARO_RS05395,Saro_1081,1125506,1126006,peptidase,500
SARO_RS05400,Saro_1082,1126076,1127068,alpha/beta hydrolase,992
SARO_RS05405,Saro_1083,1127065,1128174,FAD-binding oxidoreductase,1109
SARO_RS05410,Saro_1084,1128266,1128448,DUF1508 domain-containing protein,182
SARO_RS05415,Saro_1085,1128544,1128975,ribonuclease H,431
SARO_RS05420,Saro_1086,1128972,1129958,homoserine kinase,986
SARO_RS05425,Saro_1087,1129961,1130929,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,968
SARO_RS05430,Saro_1088,1131056,1131718,hypothetical protein,662
SARO_RS05435,Saro_1089,1131811,1133559,arginine--tRNA ligase,1748
SARO_RS05440,Saro_1090,1133585,1134334,hypothetical protein,749
SARO_RS05445,Saro_1091,1134481,1135497,beta-N-acetylhexosaminidase,1016
SARO_RS05450,Saro_1092,1135497,1136294,segregation/condensation protein A,797
SARO_RS05455,Saro_1093,1136291,1136938,SMC-Scp complex subunit ScpB,647
SARO_RS05460,Saro_1094,1137023,1137274,twin-arginine translocase TatA/TatE family subunit,251
SARO_RS05465,Saro_1095,1137301,1137729,twin-arginine translocase subunit TatB,428
SARO_RS05470,Saro_1096,1137726,1138565,twin-arginine translocase subunit TatC,839
SARO_RS05475,Saro_1097,1138736,1140442,metal-dependent hydrolase,1706
SARO_RS05480,Saro_1098,1140439,1141377,NAD(P)-dependent oxidoreductase,938
SARO_RS05485,NA,1141436,1141846,hypothetical protein,410
SARO_RS05490,Saro_1100,1141884,1143149,threonine ammonia-lyase,1265
SARO_RS05495,Saro_1101,1143360,1144214,arginyl-tRNA-protein transferase,854
SARO_RS05500,Saro_1102,1144285,1146414,outer membrane protein assembly factor,2129
SARO_RS05505,Saro_1103,1146414,1150610,translocation/assembly module TamB,4196
SARO_RS05510,Saro_1104,1150672,1152096,aldehyde dehydrogenase family protein,1424
SARO_RS05515,Saro_1106,1152536,1154830,bifunctional diguanylate cyclase/phosphodiesterase,2294
SARO_RS05520,Saro_1107,1154865,1155350,CHAP domain-containing protein,485
SARO_RS05525,Saro_1108,1155575,1156984,type I glutamate--ammonia ligase,1409
SARO_RS05530,Saro_1109,1157136,1157474,DUF3240 domain-containing protein,338
SARO_RS05535,Saro_1110,1157759,1158598,type I methionyl aminopeptidase,839
SARO_RS05540,Saro_1111,1158645,1159451,DUF3298/DUF4163 domain-containing protein,806
SARO_RS05545,Saro_1112,1159505,1160887,leucyl aminopeptidase family protein,1382
SARO_RS05550,Saro_1113,1161016,1161315,hypothetical protein,299
SARO_RS05555,Saro_1114,1161312,1162241,N-acetyl-gamma-glutamyl-phosphate reductase,929
SARO_RS05560,Saro_1115,1162325,1162642,ferredoxin,317
SARO_RS05565,Saro_1116,1162772,1163389,DNA-3-methyladenine glycosylase 2 family protein,617
SARO_RS05570,Saro_1117,1163430,1164230,short-chain dehydrogenase,800
SARO_RS05575,Saro_1118,1164233,1164523,pterin-4-alpha-carbinolamine dehydratase,290
SARO_RS05580,Saro_1119,1164585,1165160,cytochrome c biogenesis ATP-binding export protein CcmA,575
SARO_RS05585,Saro_1120,1165157,1165819,heme exporter protein CcmB,662
SARO_RS05590,Saro_1121,1165884,1166882,cysteine synthase A,998
SARO_RS05595,Saro_1122,1166897,1167280,hypothetical protein,383
SARO_RS05600,Saro_1123,1167283,1168020,hypothetical protein,737
SARO_RS05605,Saro_1124,1168272,1168838,division/cell wall cluster transcriptional repressor MraZ,566
SARO_RS05610,Saro_1125,1168835,1169824,ribosomal RNA small subunit methyltransferase H,989
SARO_RS05620,Saro_1127,1170678,1172423,penicillin-binding protein 2,1745
SARO_RS05625,Saro_1128,1172420,1173868,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,1448
SARO_RS05630,Saro_1129,1173865,1175334,UDP-N-acetylmuramoylalanyl-D-glutamyl-2%2C 6-diaminopimelate--D-alanyl-D-alanine ligase,1469
SARO_RS05635,Saro_1130,1175335,1176399,phospho-N-acetylmuramoyl-pentapeptide-transferase,1064
SARO_RS05640,Saro_1131,1176396,1177727,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,1331
SARO_RS05645,Saro_1132,1177766,1178959,cell division protein FtsW,1193
SARO_RS05650,Saro_1133,1178956,1180122,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,1166
SARO_RS05655,Saro_1134,1180119,1181543,UDP-N-acetylmuramate--L-alanine ligase,1424
SARO_RS05660,Saro_1135,1181540,1182433,UDP-N-acetylenolpyruvoylglucosamine reductase,893
SARO_RS05665,Saro_1136,1182477,1183418,D-alanine--D-alanine ligase,941
SARO_RS05670,Saro_1137,1183423,1184385,cell division protein FtsQ,962
SARO_RS05675,Saro_1138,1184393,1185673,cell division protein FtsA,1280
SARO_RS05680,Saro_1139,1185868,1187343,cell division protein FtsZ,1475
SARO_RS05685,Saro_1140,1187406,1189598,SPOR domain-containing protein,2192
SARO_RS05690,Saro_1141,1189801,1190304,hypothetical protein,503
SARO_RS05695,Saro_1142,1190387,1191196,pyrroline-5-carboxylate reductase,809
SARO_RS05700,Saro_1143,1191311,1192054,BAX inhibitor (BI)-1/YccA family protein,743
SARO_RS05705,Saro_1144,1192227,1192958,hypothetical protein,731
SARO_RS05715,Saro_1145,1193278,1194336,GTPase ObgE,1058
SARO_RS05720,Saro_1146,1194468,1195601,glutamate 5-kinase,1133
SARO_RS05725,Saro_1147,1195601,1196521,epimerase,920
SARO_RS05730,Saro_1148,1196622,1197038,DUF805 domain-containing protein,416
SARO_RS05735,Saro_1149,1197056,1197472,DUF805 domain-containing protein,416
SARO_RS05740,Saro_1150,1197469,1200012,ABC transporter permease,2543
SARO_RS05745,Saro_1151,1200009,1200701,ABC transporter,692
SARO_RS05750,Saro_1152,1200770,1201453,arylesterase,683
SARO_RS05755,Saro_1153,1201482,1202555,DNA replication and repair protein RecF,1073
SARO_RS05760,Saro_1154,1202640,1203665,phage shock protein operon transcriptional activator,1025
SARO_RS05765,Saro_1156,1203995,1204819,phage shock protein PspA,824
SARO_RS05770,Saro_1157,1204823,1205119,envelope stress response membrane protein PspB,296
SARO_RS05775,Saro_1158,1205116,1205490,envelope stress response membrane protein PspC,374
SARO_RS05780,Saro_1159,1205522,1205803,hypothetical protein,281
SARO_RS05785,Saro_1160,1205800,1206111,hypothetical protein,311
SARO_RS05790,Saro_1161,1206108,1206380,hypothetical protein,272
SARO_RS05795,Saro_1162,1206395,1206649,hypothetical protein,254
SARO_RS05800,Saro_1163,1206672,1206884,hypothetical protein,212
SARO_RS05805,Saro_1164,1206957,1207370,Fe-S metabolism protein SufE,413
SARO_RS05810,Saro_1165,1207388,1207738,DUF454 domain-containing protein,350
SARO_RS05815,Saro_1166,1207714,1208808,acyltransferase,1094
SARO_RS05820,Saro_1167,1208875,1209450,hypothetical protein,575
SARO_RS05825,Saro_1168,1209469,1209987,beta-carotene hydroxylase,518
SARO_RS05830,Saro_1169,1210124,1210504,hypothetical protein,380
SARO_RS05835,Saro_1170,1210614,1212050,3-isopropylmalate dehydratase large subunit,1436
SARO_RS05840,Saro_1171,1212058,1212588,hypothetical protein,530
SARO_RS05845,Saro_1172,1212585,1213091,DNA-deoxyinosine glycosylase,506
SARO_RS05850,Saro_1173,1213375,1213983,3-isopropylmalate dehydratase small subunit,608
SARO_RS05855,Saro_1174,1214075,1215076,NADPH:quinone oxidoreductase family protein,1001
SARO_RS05860,Saro_1175,1215126,1215764,trimeric intracellular cation channel family protein,638
SARO_RS05865,Saro_1176,1215757,1216803,nitronate monooxygenase,1046
SARO_RS05870,Saro_1177,1216809,1217006,hypothetical protein,197
SARO_RS05875,Saro_1178,1217118,1218518,dihydrolipoyl dehydrogenase,1400
SARO_RS05880,Saro_1179,1218600,1219826,dihydrolipoyllysine-residue succinyltransferase,1226
SARO_RS05885,Saro_1180,1219865,1222717,2-oxoglutarate dehydrogenase E1 component,2852
SARO_RS05890,Saro_1181,1222937,1223827,succinate--CoA ligase subunit alpha,890
SARO_RS05895,Saro_1182,1223941,1224903,malate dehydrogenase,962
SARO_RS05900,Saro_1183,1225225,1225536,hypothetical protein,311
SARO_RS05905,NA,1225715,1226416,endo alpha-1%2C4 polygalactosaminidase,701
SARO_RS05910,Saro_1185,1226780,1228009,cell wall hydrolase,1229
SARO_RS05915,Saro_1186,1228490,1230394,TonB-dependent receptor,1904
SARO_RS05920,NA,1230445,1231398,periplasmic binding protein,953
SARO_RS05925,Saro_1188,1231395,1232357,iron ABC transporter permease,962
SARO_RS05930,Saro_1189,1232357,1233088,ABC transporter ATP-binding protein,731
SARO_RS05935,NA,1233089,1233292,hypothetical protein,203
SARO_RS05940,Saro_1190,1233486,1234793,DUF560 domain-containing protein,1307
SARO_RS05945,Saro_1191,1234849,1235709,hypothetical protein,860
SARO_RS05950,Saro_1192,1235856,1238768,excinuclease ABC subunit UvrA,2912
SARO_RS05955,NA,1238854,1239360,hypothetical protein,506
